Lat, Lon, Info
45.44167, 06.00329, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=45.2737&lng=6.40865&fid=0x478a52b791553def:0x926d7c3f8af00b92&hl=fr&gl=fr&client=earth-client&cv=7.3.4.8642&useragent=GoogleEarth/7.3.4.8642(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>
82.92909, 180.00000, ISDI
82.92909, 180.00000, ISDD
82.92909, 180.00000, ISDND
82.92909, 180.00000, ISDD+ISDI
82.92909, 180.00000, ISDI +ISDND
82.92909, 180.00000, ISDI+ISDD+ISDND
82.92909, 180.00000, BIOCENTRE
82.92909, 180.00000, Plateforme / déchetterrie
44.95931, -0.52666, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=44.7831&lng=-0.781863&fid=0xd552b80f966bd29:0x634bb12579b92bd3&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Caoutchouc (pneus)05 56 77 19 19jc.celhay@alcyon-recyclage.fr
47.79045, 07.18625, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=47.79866489999999&lng=7.18962355&fid=0x479181475293c8ad:0xdb54ebe9512877b6&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>"Déchets DangereuxDéchets Non-DangereuxDéchets Inertes"	Déchets Non-DangereuxAmandine GRUSSON	06 30 57 57 62	amandine@cernay-environnement.fr
82.92909, 180.00000, ISDD+ISDND
45.34381, 05.42816, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=45.34374199999999&lng=5.428135299999999&fid=0x478adcc4ec7f3191:0xa556b63295beb754&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>ISDD	ISDND	ISDIconctact@arcencielrecyclage.fr
49.89523, 04.40734, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=49.8952281&lng=4.4073351&fid=0x47e9ffb9f749dbf1:0x74d1ad8a2afc7a76&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Déchets Non-Dangereux	03 24 54 32 57bascule.eteignieres@arcavi.com
45.84158, 05.08771, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=45.84273785&lng=5.10354145&fid=0x47f4b701875c9507:0x601882f4dba8a8b0&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Déchets Inertes mélangés / Béton / Enrobé bitumineux / Terre non polluée		04 72 25 44 37	mdruet@arg01.fr
50.29183, 02.80124, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=50.291829&lng=2.8012185&fid=0x47dd4841a7dc2c09:0xb8901340a28b07e8&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Déchets Dangereux	Déchets Non-Dangereux Non InertesThomas RINGEVAL	07 85 41 11 32	contact@artois-metaux.com
50.72990, 02.32433, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=50.729881&lng=2.3245412&fid=0x47dc5590f0fc491f:0x3f0e9bfdecb428e8&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Déchets Dangereux /Déchets Non Dangereux /Déchets InertesMr LELONG	03 21 93 60 60 	lelong@astradec.com
44.92332, -0.54103, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=43.805195000000005&lng=0.9577435500000001&fid=0xd552959b465ebd5:0x669aca8f2d837fe&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>POHYER Cédric	07 79 46 93 13Papiers   Cartons
50.60004, 02.97771, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=50.60004099999999&lng=2.9777139999999997&fid=0x47dd2b1f11ec285b:0x307613d0b3ad8c81&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>"Déchets Dangereux / Déchets Non-Dangereux Non Inertes / Déchets Non Dangereux InertesMERLANT Thomas	06 07 16 64 90	t.merlant@baudelet.fr
47.16379, 06.08082, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=47.1637877&lng=6.0808173&fid=0x478d7bb55d530d7b:0x9dbbf1f5db601c3f&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Amiante Cimant / Amiante libre / Vinyl Amiante / Terre Polluée	Terre Végétale	Déchets Inertes mélangés / Béton / Enrobé bitumineux / Terre non polluée	Jean Claude BONNEFOY 03 81 55 93 00 jc.bonnefoy@groupe-bonnefoy.fr
50.52134, 03.14639, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=50.519343199999994&lng=3.1492503499999995&fid=0x47c2d1ee3009dbad:0x289c15313a69f344&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>ISDI ISDI +Nicolas MEURIN03 20 17 01 10nicolas.meurin@bdn.fr
47.35304, -3.19944, OM résiduelles
43.67686, 01.41141, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=43.676864599999995&lng=1.411406&fid=0x12aea44e16d3c8a1:0x9fefb17cfd90a330&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>
48.64043, 02.72745, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=48.64292515&lng=2.7225052&fid=0x47e5fe85ea7286bd:0xe702b0c0f460efe3&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>"Déchets DangereuxDéchets Non-Dangereux  Déchets Inertes Déchets Non-DangereuxXavier GUICHARD 01 64 06 62 80	xguichard@bigbennes.com
45.98190, 05.31908, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=45.9818992&lng=5.3190832&fid=0x478b53ab1f2a687f:0x997bc11d100d1b6c&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Terre polluée /Terre VégétaleFrançois Le Pennec    06 13 04 59 08   francois.lepennec@biogenie-env.com
48.58623, 02.39564, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=48.577448149999995&lng=2.4188375&fid=0x47e5dc44e6e58c37:0x52ddf61947c3f493&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Isdd orgornique	Isdnd biocentre	Valorisation ISDI Bétons Yohan SEINE	06 07 07 20 32 - 01  64 56 78 14yohan.seine@englobecorp.com
49.69761, 04.73780, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=49.697609199999995&lng=4.7378039&fid=0x47ea13c0142e4129:0x6b02bd08ea200684&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Déchets DangereuxDéchets Non-DangereuxDéchets Inertes"	Déchets Non-DangereuxBiocentre01 34 70 64 60
47.29920, 05.03425, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=47.299202&lng=5.0342509999999985&fid=0x47f29dcb5e52052d:0x4512016be6a08412&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>métaux ferreux déchets industriels déchets mégers	Mme COBOS	 03 80 26 59 40	assistante-co@bourgognerecyclage.com
48.87166, 02.60647, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=48.8696061&lng=2.6096526&fid=0x47e61038a011f901:0xc2822773250b5eaa&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Revalorisation de Granulats Déchets de chantier		"Tel 01 48 50 04 30/ Fax 01 48 47 53 42"	recyclage@bouvelot-tp.fr
48.74015, 02.34071, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=48.7397411&lng=2.3401712&fid=0x47e6768956f46295:0x21a4af79bf11eba2&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Revalorisation de Granulats/ Déchets de chantier		Tel : 06 09 82 39 92contact@bouvelot-tp.fr
47.36533, -0.85948, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=47.365331999999995&lng=-0.859462&fid=0x4806242d70e444e5:0xff51cb93eb581494&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Gestion déchets non dangereux recyclageCapacité réglementaire 90000 +33 5 49 71 36 86
47.04186, -0.92011, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=47.04110144999999&lng=-0.9209006499999999&fid=0x480643c5c7e918c7:0x4508d6ed5fff54f2&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Gestion déchets non dangereux recyclage		33 2 41 58 87 86
46.64523, -0.22037, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=46.6452209&lng=-0.2203648&fid=0x48076e6ef0211f37:0xeee9bfc4228a0ec8&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>33 5 49 71 36 86 / 06 26 48 75 22 Gestion déchets non dangereux recyclage
47.19601, -0.25230, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=47.196009&lng=-0.25230119999999995&fid=0x4807ebf29c114889:0x81948838fc41bd22&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html> Gestion déchets non dangereux recyclage02 41 83 11 83
47.44829, 00.72828, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=47.4482851&lng=0.7282777&fid=0x47e32b8e392ecc87:0x977156d569f57499&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Terres polluées 	 GOUBERT Marie	02 47 37 00 59 	marie.goubert@bsenvironnement.fr
44.78645, -0.77946, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=44.7864261&lng=-0.7795023000000001&fid=0xd54c4913e874193:0xc3668a429c8219f1&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Terres polluées  / Déchets solides   / Ballast de voie / Déblais pollués brice.rouzies@ortec.fr
44.63659, -0.94497, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=44.6365852&lng=-0.9449703999999999&fid=0xd5493747cb9ba7b:0xc52b141d8ba2fb34&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Bois non traité (Cat A)    Biganos 06 07 43 65 00 contact@btfbiganos.com
50.60560, 02.99952, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=50.60771585&lng=2.9997900999999993&fid=0x47dd2ad2e6cddc5d:0x5ffb607f764fd3&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>"Déchets DangereuxDéchets Non-Dangereux Déchets Inertes Déchets Non-Dangereux		Lhassan BOUMSSIMRAT	 06 99 81 14 34		Carrière des cimentsbts.haubourdin@free.fr
45.34469, 05.43996, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=45.345022400000005&lng=5.443642699999999&fid=0x478adce71da228c5:0x6c0991d70616674&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>ISDND ISDI04 76 37 32 72carine.gherardi@eiffage.com
48.82428, 02.38451, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=48.824276&lng=2.3845088999999997&fid=0x47e6731080890249:0x97b69517229e75a&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Déchets Dangereux03 87 70 84 84Iledefrance@ciments-calcia.fr
47.83351, -4.24018, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=47.832221999999994&lng=-4.2400259999999985&fid=0x481731f0c38018a9:0x64816f8304b1a799&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>DIB		02 97 67 50 66/ 02 98 87 80 58
45.97851, 05.58023, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=45.97851389999999&lng=5.5802268&fid=0x478b5dc0bf52b42b:0x6d7617f1525d4a9a&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Béton / Enrobé bitumineux / Terre non polluée		04 74 76 96 44 rhoneaples@groupecb.com
45.44884, 04.40981, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=45.549415499999995&lng=4.3603451&fid=0x47f5abef9baf912d:0x1619fe9074eefadd&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Déchets Inertes mélangés / Béton / Enrobé bitumineux / Terre non polluée	Laurent STRIPPOLI 04 77 54 48 09	laurent.strippoli@spc-chaux.com
45.67642, 05.02702, Déchets Inertes mélangés / Béton / Terre non polluée	T VERNEUILH	04 72 48 10 60 contacts.clients@geocycle.com
45.67384, 05.00783, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=45.67215945&lng=5.008927699999998&fid=0x47f4c5732f9ee483:0x6e26a77932e2f958&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Terre Végétale	Déchets Inertes mélangés / Béton / Enrobé bitumineux / Terre non polluée	Manuel DUSSURGEY	06 07 86 54 78	manuel.dussurgey@cbr69.fr
46.36186, 02.48079, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=46.361862699999996&lng=2.480787&fid=0x47fa0f3b41bb1bc9:0xafc256925dcc3058&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Déchets Inertes mélangés / Béton / Enrobé bitumineux / Terre non polluée	Eric LAFAYE	06 21 83 41 42	eric.lafaye@lafarge.com
45.46041, 04.39698, Déchets Inertes mélangés / Béton / Enrobé bitumineux / Terre non polluée	Laurent THOMAS	04 77 54 41 68	e.vilvert@carrieres-thomas.fr
47.14287, 04.90975, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=47.12352554999999&lng=4.908286499999999&fid=0x47f28e408cd5c1ef:0xaf9ace766b7f4e&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Déchets Inertes mélangés / Béton / Terre non polluée	Laurent BRIOT	03 80 62 97 97	laurent.briot@holcim.com
45.43848, 04.32676, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=45.272694800000004&lng=4.5101003&fid=0x47f5af2a5364bcd3:0xed890bc10982d7b1&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9326&useragent=GoogleEarth/7.3.6.9326(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>Déchets Inertes mélangés / Béton / Enrobé bitumineux / Terre non polluée	Michael LAURENT 06 26 77 41 12	 michael.laurent@cemex.com
48.79669, 07.82609, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=48.59162055&lng=7.71864015&fid=0x4796eaf43110f189:0x8917e53c18b45d8b&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>03 88 77 41 50environnement.lorraine@lingenheld.fr
48.60763, 07.64642, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=48.5551&lng=7.796350000000001&fid=0x4796b7a8d4b57f09:0x69454391acb1fe26&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html> ISDND	 ISDI+	Ingénieur Sites et Sols Pollués  Lisa KEMPF "	"03.88.77.41.41 | 06.95.89.06.16 lisa.kempf@lingenheld.fr
45.90648, 03.13354, Déchets Inertes mélangés / Béton /Terre non polluée	Sandra POUMEROL 04 73 63 78 78 sandra.poumerol@colas-ra.com	Rue Johannes Brahms - 63200 RIOM
47.70445, -2.53089, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=47.7044464&lng=-2.5308946000000003&fid=0x480fe9114e03cd15:0x3c963cd9ee98c991&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>DIB 02 97 67 50 6657500 t/anj.dehedin@groupe-séché.com
48.76610, 04.56746, <!DOCTYPE html><html><head></head><body><script type="text/javascript">window.location.href="https://www.google.com/earth/rpc/entity?lat=48.766077599999996&lng=4.5673816&fid=0x47ebf22fb74c4515:0x1b7a3dbcdc296a43&hl=fr&gl=fr&client=earth-client&cv=7.3.6.9345&useragent=GoogleEarth/7.3.6.9345(Windows;Microsoft Windows (6.2.9200.0);fr;kml:2.2;client:Pro;type:default)";</script></body></html>03 26 73 63 00
